"","ctry","subj","packet","version","question","batc","entr","date","response"
"737","us",10202,2,2,"sen_16","first","dominic","2017-12-06","strongly disagree"
"738","us",10202,2,2,"sen_16","second","lucy","2017-12-15","disagree"
"739","us",10203,1,2,"demo_ethn","first","dominic","2017-12-04","colombian/samoah"
"740","us",10203,1,2,"demo_ethn","second","nikki","2017-12-13","colombian/ samoan"
"741","us",10203,1,2,"demo_maj","first","dominic","2017-12-04","mengineering"
"742","us",10203,1,2,"demo_maj","second","nikki","2017-12-13","mechanical engineering"
"743","us",10203,1,2,"demo_pocc","first","dominic","2017-12-04","firefighters/airfreight shipper"
"744","us",10203,1,2,"demo_pocc","second","nikki","2017-12-13","firefighter/ air freight shipper"
"745","us",10205,2,2,"demo_chur","first","dominic","2017-12-07","none"
"746","us",10205,2,2,"demo_chur","second","lucy","2017-12-06","?"
"747","us",10205,2,2,"demo_maj","first","dominic","2017-12-07","undeclared"
"748","us",10205,2,2,"demo_maj","second","lucy","2017-12-06","undecided"
"749","us",10207,1,2,"demo_ethn","first","dominic","2017-12-04","indian (asia)"
"750","us",10207,1,2,"demo_ethn","second","nikki","2017-12-13","indian"
"751","us",10207,1,2,"demo_pocc","first","dominic","2017-12-04","daycare provider/ technical recruiter"
"752","us",10207,1,2,"demo_pocc","second","nikki","2017-12-13","day care provider/ technical recralter ?"
"753","us",10207,2,2,"demo_chur","first","lucy","2017-12-06","freemont temple / sj gurdwara"
"754","us",10207,2,2,"demo_chur","second","dominic","2017-12-07","fremont temple / sj gurdwara"
"755","us",10207,3,2,"demo_chur","first","dominic","2017-12-12","fremont temple, sj guardian"
"756","us",10207,3,2,"demo_chur","second","lucy","2017-12-08","freemont temple, sj gurdwara"
"757","us",10208,3,2,"demo_chur","first","dominic","2017-12-12","none"
"758","us",10208,3,2,"demo_chur","second","lucy","2017-12-08",NA
"759","us",10208,3,2,"demo_maj","first","dominic","2017-12-12","business (mis)"
"760","us",10208,3,2,"demo_maj","second","lucy","2017-12-08","business (mts)"
"761","us",10209,1,2,"demo_tung","first","dominic","2017-12-04","missing data"
"762","us",10209,1,2,"demo_tung","second","lucy","2017-12-04","no"
"763","us",10209,2,2,"demo_tung","first","dominic","2017-12-07","missing data"
"764","us",10209,2,2,"demo_tung","second","lucy","2017-12-15","no"
"765","us",10213,2,1,"demo_chur","first","lucy","2017-12-05",NA
"766","us",10213,2,1,"demo_chur","second","dominic","2017-12-05","none"
"767","us",10213,2,1,"demo_ethn","first","lucy","2017-12-05","black / filipino"
"768","us",10213,2,1,"demo_ethn","second","dominic","2017-12-05","black/filipino"
"769","us",10213,2,1,"demo_pocc","first","lucy","2017-12-05",NA
"770","us",10213,2,1,"demo_pocc","second","dominic","2017-12-05","n/a"
"771","us",10213,2,1,"demo_tung","first","lucy","2017-12-05","no"
"772","us",10213,2,1,"demo_tung","second","dominic","2017-12-05","missing data"
"773","us",10213,3,2,"demo_chur","first","lucy","2017-11-20","(marked by an x)"
"774","us",10213,3,2,"demo_chur","second","dominic","2017-11-20","none"
"775","us",10213,3,2,"demo_tung","first","lucy","2017-11-20","no"
"776","us",10213,3,2,"demo_tung","second","dominic","2017-11-20","missing data"
"777","us",10213,3,2,"wher","first","lucy","2017-11-20","san jose state university"
"778","us",10213,3,2,"wher","second","dominic","2017-11-20","sjsu res"
"779","us",10215,3,1,"demo_maj","first","dominic","2017-12-11","sociology/psychology"
"780","us",10215,3,1,"demo_maj","second","lucy","2017-12-15","sociology / psychology"
"781","us",10216,1,1,"demo_ethn","first","dominic","2017-12-01","fillipino"
"782","us",10216,1,1,"demo_ethn","second","lucy","2017-12-01","filipino"
"783","us",10219,1,1,"demo_pocc","first","lucy","2017-12-01","principal and caregiver"
"784","us",10219,1,1,"demo_pocc","second","dominic","2017-12-01","principal & caregiver"
"785","us",10219,2,1,"demo_affr","first","nikki","2017-12-14","no"
"786","us",10219,2,1,"demo_affr","second","lucy","2017-12-05","missing data"
"787","us",10219,2,1,"demo_ethn","first","nikki","2017-12-14","mexican/ white"
"788","us",10219,2,1,"demo_ethn","second","lucy","2017-12-05","mexican white"
"789","us",10219,2,1,"demo_rlgn","first","nikki","2017-12-14","christian: coptic orthodox"
"790","us",10219,2,1,"demo_rlgn","second","lucy","2017-12-05","coptive orthodox christian"
"791","us",10219,3,1,"demo_ethn","first","dominic","2017-12-11","mexican/white"
"792","us",10219,3,1,"demo_ethn","second","lucy","2017-12-15","mexican / white"
"793","us",10223,2,1,"demo_tung","first","dominic","2017-12-05","missing data"
"794","us",10223,2,1,"demo_tung","second","lucy","2017-12-05","no"
"795","us",10226,3,1,"demo_tung","first","dominic","2017-12-07","missing data"
"796","us",10226,3,1,"demo_tung","second","lucy","2017-12-06","no"
"797","us",10227,1,1,"demo_tung","first","lucy","2017-12-01","no"
"798","us",10227,1,1,"demo_tung","second","dominic","2017-12-01","missing data"
"799","us",10227,2,1,"demo_tung","first","lucy","2017-12-05","no"
"800","us",10227,2,1,"demo_tung","second","dominic","2017-12-05","missing data"
"801","us",10228,1,1,"demo_pocc","first","nikki","2017-12-12","marine/teacher"
"802","us",10228,1,1,"demo_pocc","second","lucy","2017-12-01","marine / teacher"
"803","us",10228,1,1,"demo_ses","first","nikki","2017-12-12","a little richer"
"804","us",10228,1,1,"demo_ses","second","lucy","2017-12-01","missing data"
"805","us",10228,1,1,"exwl_26","first","nikki","2017-12-12","FALSE"
"806","us",10228,1,1,"exwl_26","second","lucy","2017-12-01","TRUE"
"807","us",10228,1,1,"exwl_27","first","nikki","2017-12-12","TRUE"
"808","us",10228,1,1,"exwl_27","second","lucy","2017-12-01","FALSE"
"809","us",10228,1,1,"exwl_28","first","nikki","2017-12-12","FALSE"
"810","us",10228,1,1,"exwl_28","second","lucy","2017-12-01","TRUE"
"811","us",10228,2,1,"demo_pocc","first","dominic","2017-12-06","marine/teacher"
"812","us",10228,2,1,"demo_pocc","second","nikki","2017-12-14","marine/ teacher"
"813","us",10228,2,1,"demo_ses","first","dominic","2017-12-06","missing data"
"814","us",10228,2,1,"demo_ses","second","nikki","2017-12-14","a little richer"
"815","us",10228,2,1,"demo_tung","first","dominic","2017-12-06","missing data"
"816","us",10228,2,1,"demo_tung","second","nikki","2017-12-14","no"
"817","us",10228,3,1,"demo_pocc","first","dominic","2017-12-11","marine/teacher"
"818","us",10228,3,1,"demo_pocc","second","lucy","2017-12-15","marine / teacher"
"819","us",10228,3,1,"demo_tung","first","dominic","2017-12-11","missing data"
"820","us",10228,3,1,"demo_tung","second","lucy","2017-12-15","no"
"821","us",10230,2,2,"demo_chur","first","nikki","2017-12-15","n/a"
"822","us",10230,2,2,"demo_chur","second","lucy","2017-12-05",NA
"823","us",10230,2,2,"demo_ethn","first","nikki","2017-12-15","mexican/japanese"
"824","us",10230,2,2,"demo_ethn","second","lucy","2017-12-05","mexican / japanese"
"825","us",10230,2,2,"demo_rlgn","first","nikki","2017-12-15","christian: catholic"
"826","us",10230,2,2,"demo_rlgn","second","lucy","2017-12-05","practice catholicism but don't believe"
"827","us",10231,3,2,"demo_ethn","first","dominic","2017-12-18","mexican/italian"
"828","us",10231,3,2,"demo_ethn","second","lucy","2017-12-07","mexican / italian"
"829","us",10231,3,2,"demo_pocc","first","dominic","2017-12-18","hair stylish and manager"
"830","us",10231,3,2,"demo_pocc","second","lucy","2017-12-07","hair stylist and manager"
"831","us",10235,2,2,"demo_ethn","first","dominic","2017-12-07","black/mexican"
"832","us",10235,2,2,"demo_ethn","second","lucy","2017-12-15","black / mexican"
"833","us",10235,2,2,"her2_01","first","dominic","2017-12-07","sometimes"
"834","us",10235,2,2,"her2_01","second","lucy","2017-12-15","missing data"
"835","us",10236,1,2,"exwl_26","first","dominic","2017-12-05","TRUE"
"836","us",10236,1,2,"exwl_26","second","lucy","2017-12-04","FALSE"
"837","us",10238,1,2,"demo_chur","first","dominic","2017-12-04",NA
"838","us",10238,1,2,"demo_chur","second","lucy","2017-12-04","none"
"839","us",10238,1,2,"demo_ethn","first","dominic","2017-12-04","canadian/middle eastern"
"840","us",10238,1,2,"demo_ethn","second","lucy","2017-12-04","canadian / middle eastern"
"841","us",10238,1,2,"demo_rlgn","first","dominic","2017-12-04","none"
"842","us",10238,1,2,"demo_rlgn","second","lucy","2017-12-04","atheist, agnostic, no religion or spirituality"
"843","us",10238,3,1,"demo_chur","first","dominic","2017-12-11",NA
"844","us",10238,3,1,"demo_chur","second","lucy","2017-12-15","none"
"845","us",10238,3,1,"demo_ethn","first","dominic","2017-12-11","canadian/middle eastern"
"846","us",10238,3,1,"demo_ethn","second","lucy","2017-12-15","canadian / middle eastern"
"847","us",10238,3,1,"demo_maj","first","dominic","2017-12-11","business, entrepreneurship"
"848","us",10238,3,1,"demo_maj","second","lucy","2017-12-15","business entreneurship"
"849","us",10239,1,2,"demo_chur","first","dominic","2017-12-04","none"
"850","us",10239,1,2,"demo_chur","second","nikki","2017-12-13","n/a"
"851","us",10239,1,2,"demo_pocc","first","dominic","2017-12-04",NA
"852","us",10239,1,2,"demo_pocc","second","nikki","2017-12-13","n/a"
"853","us",10240,3,2,"demo_pocc","first","dominic","2017-12-12","self-employee"
"854","us",10240,3,2,"demo_pocc","second","lucy","2017-12-18","self-employed"
"855","us",10243,1,1,"demo_chur","first","dominic","2017-12-04","none"
"856","us",10243,1,1,"demo_chur","second","nikki","2017-12-12","n/a"
"857","us",10243,1,1,"demo_pocc","first","dominic","2017-12-04","receptionist/phone company employee"
"858","us",10243,1,1,"demo_pocc","second","nikki","2017-12-12","receptionist/ phone company employee"
"859","us",10243,1,1,"demo_tung","first","dominic","2017-12-04","missing data"
"860","us",10243,1,1,"demo_tung","second","nikki","2017-12-12","no"
"861","us",10243,2,2,"demo_chur","first","dominic","2017-12-07","none"
"862","us",10243,2,2,"demo_chur","second","lucy","2017-12-06",NA
"863","us",10243,3,2,"demo_chur","first","dominic","2017-12-13","none"
"864","us",10243,3,2,"demo_chur","second","lucy","2017-12-18",NA
"865","us",10243,3,2,"demo_pocc","first","dominic","2017-12-13","receptionist/phone service"
"866","us",10243,3,2,"demo_pocc","second","lucy","2017-12-18","receptionist / phone service"
"867","us",10247,1,1,"demo_chur","first","dominic","2017-12-01",NA
"868","us",10247,1,1,"demo_chur","second","lucy","2017-12-01","none"
"869","us",10247,2,2,"demo_chur","first","lucy","2017-12-15","none"
"870","us",10247,2,2,"demo_chur","second","dominic","2017-12-07",NA
"871","us",10250,3,1,"demo_chur","first","nikki","2017-12-15","n/a"
"872","us",10250,3,1,"demo_chur","second","lucy","2017-12-07",NA
"873","us",10250,3,1,"demo_pocc","first","nikki","2017-12-15","site worker?"
"874","us",10250,3,1,"demo_pocc","second","lucy","2017-12-07","state worker"
"875","us",10250,3,1,"demo_ses","first","nikki","2017-12-15","a little richer"
"876","us",10250,3,1,"demo_ses","second","lucy","2017-12-07","missing data"
"877","us",10253,2,2,"demo_chur","first","dominic","2017-12-06",NA
"878","us",10253,2,2,"demo_chur","second","lucy","2017-12-15","none"
"879","us",10255,1,2,"demo_maj","first","dominic","2017-12-04","civil eng"
"880","us",10255,1,2,"demo_maj","second","lucy","2017-12-04","civil engineering"
"881","us",10259,1,2,"demo_chur","first","dominic","2017-11-20","none"
"882","us",10259,1,2,"demo_chur","second","lucy","2017-11-22",NA
"883","us",10259,1,2,"demo_rlgn","first","dominic","2017-11-20","missing data"
"884","us",10259,1,2,"demo_rlgn","second","lucy","2017-11-22","atheist, agnostic, no religion or spirituality"
"885","us",10260,2,2,"demo_chur","first","lucy","2017-12-06","i don't attend on"
"886","us",10260,2,2,"demo_chur","second","dominic","2017-12-07","i don't attend one"
"887","us",10260,2,2,"demo_sex","first","lucy","2017-12-06","missing data"
"888","us",10260,2,2,"demo_sex","second","dominic","2017-12-07","male"
"889","us",10261,3,1,"demo_maj","first","lucy","2017-12-07","economy"
"890","us",10261,3,1,"demo_maj","second","dominic","2017-12-11","economics"
"891","us",10266,2,2,"demo_chur","first","dominic","2017-12-07","st patricks"
"892","us",10266,2,2,"demo_chur","second","lucy","2017-12-15","st. patricks"
"893","us",10266,2,2,"demo_pocc","first","dominic","2017-12-07","social work + truck driver"
"894","us",10266,2,2,"demo_pocc","second","lucy","2017-12-15","social work and truck driver"
"895","us",10266,2,2,"invo_newlab_2","first","dominic","2017-12-07","disagree"
"896","us",10266,2,2,"invo_newlab_2","second","lucy","2017-12-15","strongly disagree"
"897","us",10299,2,2,"demo_pocc","first","dominic","2017-12-07","court reporter/pool cleaner"
"898","us",10299,2,2,"demo_pocc","second","lucy","2017-12-15","court reporter / pool cleaner"
"899","us",10299,2,2,"demo_rlgn","first","dominic","2017-12-07","missing data"
"900","us",10299,2,2,"demo_rlgn","second","lucy","2017-12-15","atheist, agnostic, no religion or spirituality"
"901","us",10310,2,2,"demo_ethn","first","nikki","2017-12-15","chinese & filipino"
"902","us",10310,2,2,"demo_ethn","second","lucy","2017-12-06","chinese & philipino"
"903","us",10310,2,2,"sen2_01","first","nikki","2017-12-15","disagree"
"904","us",10310,2,2,"sen2_01","second","lucy","2017-12-06","missing data"
"905","us",10318,3,1,"demo_howr","first","dominic","2017-12-11","agree"
"906","us",10318,3,1,"demo_howr","second","lucy","2017-12-15","neither agree nor disagree"
"907","us",10322,3,1,"demo_chur","first","nikki","2017-12-15","n/a"
"908","us",10322,3,1,"demo_chur","second","lucy","2017-12-07",NA
"909","us",10345,3,2,"demo_rlgn","first","dominic","2017-12-12","unsure right now - jewish & christian"
"910","us",10345,3,2,"demo_rlgn","second","lucy","2017-12-18","unsure right now - jewish"
"911","us",10365,2,1,"demo_chur","first","lucy","2017-12-14","none"
"912","us",10365,2,1,"demo_chur","second","dominic","2017-12-18",NA
"913","us",10365,2,1,"demo_tung","first","lucy","2017-12-14","no"
"914","us",10365,2,1,"demo_tung","second","dominic","2017-12-18","missing data"
"915","us",10365,2,1,"wher","first","lucy","2017-12-14","sjsu student union"
"916","us",10365,2,1,"wher","second","dominic","2017-12-18","sjsu res"
"917","us",10370,2,1,"wher","first","lucy","2017-12-14","sjsu student union"
"918","us",10370,2,1,"wher","second","dominic","2017-12-18","sjsu res"
"919","china",20001,1,1,"demo_chur","first","dominic","2017-11-21",NA
"920","china",20001,1,1,"demo_chur","second","lucy","2017-11-21","none"
"921","china",20001,1,1,"demo_tung","first","dominic","2017-11-21","missing data"
"922","china",20001,1,1,"demo_tung","second","lucy","2017-11-21","no"
"923","china",20001,2,1,"demo_tung","first","dominic","2017-11-21","missing data"
"924","china",20001,2,1,"demo_tung","second","dominic","2017-11-20","no"
"925","china",20001,3,1,"file","first","dominic","2017-11-21","china_packet1,2,3_verison1_01"
"926","china",20001,3,1,"file","second","lucy","2017-11-21","china_packet1,2,3_version1_01"
"927","china",20001,3,1,"wher","first","dominic","2017-11-21","public space in fudan university"
"928","china",20001,3,1,"wher","second","lucy","2017-11-21","public place in fudan university"
"929","china",20002,1,1,"demo_chur","first","lucy","2017-11-20","none"
"930","china",20002,1,1,"demo_chur","second","nikki","2017-11-29",NA
"931","china",20002,1,1,"demo_pocc","first","lucy","2017-11-20","teacher / doctor"
"932","china",20002,1,1,"demo_pocc","second","nikki","2017-11-29","teacher and doctor"
"933","china",20002,1,1,"recr","first","lucy","2017-11-20","social media"
"934","china",20002,1,1,"recr","second","nikki","2017-11-29","social media (snowball)"
"935","china",20002,2,1,"demo_pocc","first","lucy","2017-11-20","teacher / doctor"
"936","china",20002,2,1,"demo_pocc","second","nikki","2017-11-29","teacher and doctor"
"937","china",20002,2,1,"demo_tung","first","lucy","2017-11-20","missing data"
"938","china",20002,2,1,"demo_tung","second","nikki","2017-11-29","no"
"939","china",20002,2,1,"recr","first","lucy","2017-11-20","social media"
"940","china",20002,2,1,"recr","second","nikki","2017-11-29","social media (snowball)"
"941","china",20002,2,1,"sen_28","first","lucy","2017-11-20","strongly agree"
"942","china",20002,2,1,"sen_28","second","nikki","2017-11-29","agree"
"943","china",20002,2,1,"wher","first","lucy","2017-11-20","public space in fudan university"
"944","china",20002,2,1,"wher","second","nikki","2017-11-29","fudan university"
"945","china",20002,2,1,"whoc","first","lucy","2017-11-20","yifan yang and tiange (gloria) zhang"
"946","china",20002,2,1,"whoc","second","nikki","2017-11-29","2 ras"
"947","china",20002,3,1,"demo_chur","first","lucy","2017-11-21","none"
"948","china",20002,3,1,"demo_chur","second","nikki","2017-11-29",NA
"949","china",20002,3,1,"demo_pocc","first","lucy","2017-11-21","teacher / doctor"
"950","china",20002,3,1,"demo_pocc","second","nikki","2017-11-29","teacher and doctor"
"951","china",20002,3,1,"demo_tung","first","lucy","2017-11-21","missing data"
"952","china",20002,3,1,"demo_tung","second","nikki","2017-11-29","no"
"953","china",20002,3,1,"invo_newlab_14","first","lucy","2017-11-21","missing data"
"954","china",20002,3,1,"invo_newlab_14","second","nikki","2017-11-29",NA
"955","china",20002,3,1,"invo_newlab_15","first","lucy","2017-11-21","missing data"
"956","china",20002,3,1,"invo_newlab_15","second","nikki","2017-11-29",NA
"957","china",20002,3,1,"invo_newlab_16","first","lucy","2017-11-21","missing data"
"958","china",20002,3,1,"invo_newlab_16","second","nikki","2017-11-29",NA
"959","china",20002,3,1,"invo_newlab_17","first","lucy","2017-11-21","missing data"
"960","china",20002,3,1,"invo_newlab_17","second","nikki","2017-11-29",NA
"961","china",20002,3,1,"invo_newlab_18","first","lucy","2017-11-21","missing data"
"962","china",20002,3,1,"invo_newlab_18","second","nikki","2017-11-29",NA
"963","china",20002,3,1,"invo_newlab_19","first","lucy","2017-11-21","missing data"
"964","china",20002,3,1,"invo_newlab_19","second","nikki","2017-11-29",NA
"965","china",20002,3,1,"invo_newlab_20","first","lucy","2017-11-21","missing data"
"966","china",20002,3,1,"invo_newlab_20","second","nikki","2017-11-29",NA
"967","china",20002,3,1,"invo_newlab_21","first","lucy","2017-11-21","missing data"
"968","china",20002,3,1,"invo_newlab_21","second","nikki","2017-11-29",NA
"969","china",20002,3,1,"invo_newlab_22","first","lucy","2017-11-21","missing data"
"970","china",20002,3,1,"invo_newlab_22","second","nikki","2017-11-29",NA
"971","china",20002,3,1,"invo_newlab_23","first","lucy","2017-11-21","missing data"
"972","china",20002,3,1,"invo_newlab_23","second","nikki","2017-11-29",NA
"973","china",20002,3,1,"meta_05","first","lucy","2017-11-21","strongly agree"
"974","china",20002,3,1,"meta_05","second","nikki","2017-11-29","agree"
"975","china",20002,3,1,"recr","first","lucy","2017-11-21","social media"
"976","china",20002,3,1,"recr","second","nikki","2017-11-29","social media (snowball)"
"977","china",20002,3,1,"tat_19","first","lucy","2017-11-21","missing data"
"978","china",20002,3,1,"tat_19","second","nikki","2017-11-29",NA
"979","china",20003,1,1,"demo_pocc","first","nikki","2017-11-29","official and teacher"
"980","china",20003,1,1,"demo_pocc","second","dominic","2017-11-21","official/teacher"
"981","china",20003,1,1,"recr","first","nikki","2017-11-29","social media (snowball)"
"982","china",20003,1,1,"recr","second","dominic","2017-11-21","social media"
"983","china",20003,2,1,"demo_maj","first","nikki","2017-11-30","theoretical and applied mathematics"
"984","china",20003,2,1,"demo_maj","second","dominic","2017-11-21","theoretical and applied mechanics"
"985","china",20003,2,1,"demo_pocc","first","nikki","2017-11-30","official and teacher"
"986","china",20003,2,1,"demo_pocc","second","dominic","2017-11-21","official/teacher"
"987","china",20003,2,1,"recr","first","nikki","2017-11-30","social media (snowball)"
"988","china",20003,2,1,"recr","second","dominic","2017-11-21","social media"
"989","china",20003,3,1,"demo_chur","first","nikki","2017-11-30","na"
"990","china",20003,3,1,"demo_chur","second","dominic","2017-11-21","none"
"991","china",20003,3,1,"demo_maj","first","nikki","2017-11-30","theoretical and applied mathematics"
"992","china",20003,3,1,"demo_maj","second","dominic","2017-11-21","theoretical and applied mechanics"
"993","china",20003,3,1,"demo_pocc","first","nikki","2017-11-30","official and teacher"
"994","china",20003,3,1,"demo_pocc","second","dominic","2017-11-21","official/teacher"
"995","china",20003,3,1,"invo_newlab_14","first","nikki","2017-11-30",NA
"996","china",20003,3,1,"invo_newlab_14","second","dominic","2017-11-21","missing data"
"997","china",20003,3,1,"invo_newlab_15","first","nikki","2017-11-30",NA
"998","china",20003,3,1,"invo_newlab_15","second","dominic","2017-11-21","missing data"
"999","china",20003,3,1,"invo_newlab_16","first","nikki","2017-11-30",NA
"1000","china",20003,3,1,"invo_newlab_16","second","dominic","2017-11-21","missing data"
"1001","china",20003,3,1,"invo_newlab_17","first","nikki","2017-11-30",NA
"1002","china",20003,3,1,"invo_newlab_17","second","dominic","2017-11-21","missing data"
"1003","china",20003,3,1,"invo_newlab_18","first","nikki","2017-11-30",NA
"1004","china",20003,3,1,"invo_newlab_18","second","dominic","2017-11-21","missing data"
"1005","china",20003,3,1,"invo_newlab_19","first","nikki","2017-11-30",NA
"1006","china",20003,3,1,"invo_newlab_19","second","dominic","2017-11-21","missing data"
"1007","china",20003,3,1,"invo_newlab_20","first","nikki","2017-11-30",NA
"1008","china",20003,3,1,"invo_newlab_20","second","dominic","2017-11-21","missing data"
"1009","china",20003,3,1,"invo_newlab_21","first","nikki","2017-11-30",NA
"1010","china",20003,3,1,"invo_newlab_21","second","dominic","2017-11-21","missing data"
"1011","china",20003,3,1,"invo_newlab_22","first","nikki","2017-11-30",NA
"1012","china",20003,3,1,"invo_newlab_22","second","dominic","2017-11-21","missing data"
"1013","china",20003,3,1,"invo_newlab_23","first","nikki","2017-11-30",NA
"1014","china",20003,3,1,"invo_newlab_23","second","dominic","2017-11-21","missing data"
"1015","china",20003,3,1,"recr","first","nikki","2017-11-30","social media (snowball)"
"1016","china",20003,3,1,"recr","second","dominic","2017-11-21","social media"
"1017","china",20003,3,1,"tat_19","first","nikki","2017-11-30",NA
"1018","china",20003,3,1,"tat_19","second","dominic","2017-11-21","missing data"
"1019","china",20004,1,1,"demo_chur","first","lucy","2017-12-08","none"
"1020","china",20004,1,1,"demo_chur","second","dominic","2017-12-13",NA
"1021","china",20004,1,1,"demo_pocc","first","lucy","2017-12-08","f: teacher; m: doctor"
"1022","china",20004,1,1,"demo_pocc","second","dominic","2017-12-13","father: teacher; mother: doctor"
"1023","china",20004,2,1,"demo_chur","first","lucy","2017-12-14","none"
"1024","china",20004,2,1,"demo_chur","second","dominic","2017-12-15",NA
"1025","china",20004,2,1,"demo_pocc","first","lucy","2017-12-14","f: teacher, m: doctor"
"1026","china",20004,2,1,"demo_pocc","second","dominic","2017-12-15","f: teacher ; m: doctor"
"1027","china",20006,1,1,"demo_chur","first","lucy","2017-12-08","none"
"1028","china",20006,1,1,"demo_chur","second","dominic","2017-12-18",NA
"1029","china",20006,1,1,"demo_pocc","first","lucy","2017-12-08","f: professor, m: staff"
"1030","china",20006,1,1,"demo_pocc","second","dominic","2017-12-18","f: professor ; m: staff"
"1031","china",20006,1,1,"demo_tung","first","lucy","2017-12-08","no"
"1032","china",20006,1,1,"demo_tung","second","dominic","2017-12-18","missing data"
"1033","china",20006,2,1,"demo_chur","first","dominic","2017-12-19",NA
"1034","china",20006,2,1,"demo_chur","second","lucy","2017-12-14","none"
"1035","china",20006,2,1,"demo_pocc","first","dominic","2017-12-19","f: professor ; m: staff"
"1036","china",20006,2,1,"demo_pocc","second","lucy","2017-12-14","f: professor, m: staff"
"1037","china",20006,2,1,"demo_tung","first","dominic","2017-12-19","missing data"
"1038","china",20006,2,1,"demo_tung","second","lucy","2017-12-14","no"
"1039","china",20006,3,1,"demo_chur","first","dominic","2017-12-20",NA
"1040","china",20006,3,1,"demo_chur","second","nikki","2017-12-20","buddhist temples"
"1041","china",20006,3,1,"demo_pocc","first","dominic","2017-12-20","f: professor ; m: staff"
"1042","china",20006,3,1,"demo_pocc","second","nikki","2017-12-20","teachers"
"1043","china",20006,3,1,"demo_tung","first","dominic","2017-12-20","missing data"
"1044","china",20006,3,1,"demo_tung","second","nikki","2017-12-20","yes"
"1045","china",20006,3,1,"enco_01","first","dominic","2017-12-20","a lot"
"1046","china",20006,3,1,"enco_01","second","nikki","2017-12-20","never"
"1047","china",20006,3,1,"enco_02","first","dominic","2017-12-20","a lot"
"1048","china",20006,3,1,"enco_02","second","nikki","2017-12-20","never"
"1049","china",20006,3,1,"enco_03","first","dominic","2017-12-20","a lot"
"1050","china",20006,3,1,"enco_03","second","nikki","2017-12-20","once"
"1051","china",20006,3,1,"enco_04","first","dominic","2017-12-20","a few times"
"1052","china",20006,3,1,"enco_04","second","nikki","2017-12-20","never"
"1053","china",20006,3,1,"enco_05","first","dominic","2017-12-20","a lot"
"1054","china",20006,3,1,"enco_05","second","nikki","2017-12-20","once"
"1055","china",20006,3,1,"enco_06","first","dominic","2017-12-20","a lot"
"1056","china",20006,3,1,"enco_06","second","nikki","2017-12-20","never"
"1057","china",20006,3,1,"enco_07","first","dominic","2017-12-20","once"
"1058","china",20006,3,1,"enco_07","second","nikki","2017-12-20","never"
"1059","china",20006,3,1,"enco_08","first","dominic","2017-12-20","a lot"
"1060","china",20006,3,1,"enco_08","second","nikki","2017-12-20","once"
"1061","china",20006,3,1,"her_01","first","dominic","2017-12-20","yes"
"1062","china",20006,3,1,"her_01","second","nikki","2017-12-20","no"
"1063","china",20006,3,1,"her_03","first","dominic","2017-12-20","yes"
"1064","china",20006,3,1,"her_03","second","nikki","2017-12-20","no"
"1065","china",20006,3,1,"her_09","first","dominic","2017-12-20","yes"
"1066","china",20006,3,1,"her_09","second","nikki","2017-12-20","no"
"1067","china",20006,3,1,"her_10","first","dominic","2017-12-20","yes"
"1068","china",20006,3,1,"her_10","second","nikki","2017-12-20","no"
"1069","china",20006,3,1,"her_13","first","dominic","2017-12-20","yes"
"1070","china",20006,3,1,"her_13","second","nikki","2017-12-20","no"
"1071","china",20006,3,1,"meta_01","first","dominic","2017-12-20","neither agree nor disagree"
"1072","china",20006,3,1,"meta_01","second","nikki","2017-12-20","disagree"
"1073","china",20006,3,1,"meta_04","first","dominic","2017-12-20","strongly agree"
"1074","china",20006,3,1,"meta_04","second","nikki","2017-12-20","disagree"
"1075","china",20006,3,1,"meta_06","first","dominic","2017-12-20","neither agree nor disagree"
"1076","china",20006,3,1,"meta_06","second","nikki","2017-12-20","disagree"
"1077","china",20006,3,1,"meta_07","first","dominic","2017-12-20","agree"
"1078","china",20006,3,1,"meta_07","second","nikki","2017-12-20","disagree"
"1079","china",20006,3,1,"meta_08","first","dominic","2017-12-20","strongly agree"
"1080","china",20006,3,1,"meta_08","second","nikki","2017-12-20","agree"
"1081","china",20006,3,1,"minw_01","first","dominic","2017-12-20","missing data"
"1082","china",20006,3,1,"minw_01","second","nikki","2017-12-20","i agree"
"1083","china",20006,3,1,"minw_02","first","dominic","2017-12-20","missing data"
"1084","china",20006,3,1,"minw_02","second","nikki","2017-12-20","i agree"
"1085","china",20006,3,1,"minw_03","first","dominic","2017-12-20","missing data"
"1086","china",20006,3,1,"minw_03","second","nikki","2017-12-20","i agree"
"1087","china",20006,3,1,"minw_04","first","dominic","2017-12-20","i agree"
"1088","china",20006,3,1,"minw_04","second","nikki","2017-12-20","i do not agree"
"1089","china",20006,3,1,"minw_08","first","dominic","2017-12-20","i do not agree"
"1090","china",20006,3,1,"minw_08","second","nikki","2017-12-20","i agree"
"1091","china",20006,3,1,"minw_10","first","dominic","2017-12-20","i agree"
"1092","china",20006,3,1,"minw_10","second","nikki","2017-12-20","i do not agree"
"1093","china",20006,3,1,"minw_12","first","dominic","2017-12-20","i agree"
"1094","china",20006,3,1,"minw_12","second","nikki","2017-12-20","i do not agree"
"1095","china",20006,3,1,"minw_16","first","dominic","2017-12-20","i do not agree"
"1096","china",20006,3,1,"minw_16","second","nikki","2017-12-20","i agree"
"1097","china",20006,3,1,"minw_19","first","dominic","2017-12-20","missing data"
